"Data Source","World Development Indicators",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Paraguay","PRY","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","2840643135.31984","3036655622.09727","3136873107.86776","3284628970.20977","3422993221.92201","3634122579.76438","3706496252.14829","4045654269.62756","4228804025.8008","4427606505.78894","4673490344.84267","4932315341.17476","5259391843.88932","5643475390.31597","6116484715.65794","6535613449.24659","7027480419.00606","7835224752.93087","8777702779.1326","9818926783.49676","10968933818.4602","11974835380.5032","11807472959.5198","11448216675.5201","11770667082.9813","12303070325.3867","12913897548.8793","13893068567.8455","14714895264.957","15735403256.8771","16384218445.3751","16956625718.4736","17244282666.9241","18095522437.8594","19057827421.2949","20358106834.2346","20678499692.6975","21555788371.9567","21570454446.6117","21275784844.5439","20783433276.2554","20610088070.713","20605676606.0528","21495995447.7688","22368177914.5133","22845400902.1597","23943606096.665","25241738121.227","26881515165.6739","26811317495.2227","29786095177.4635","31062837784.8467","30842899501.4209","33400724748.6239","35171376859.1294","36211447840.0971","37756961788.4686","39573101423.9502","40841122661.179","40677000526.59","40343536418.7875","41964030301.4424","42037903094.7449","44139473679.5832","46015383701.3638",
"West Bank and Gaza","PSE","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5057700000","5417700000","5483500000","6287800000","7189100000","7784400000","7118400000","6455600000","5649400000","6441200000","7853400000","8740100000","8653000000","8980800000","9648000000","10477100000","11082400000","12146400000","12886900000","13492400000","13471100000","13972400000","15211000000","15426900000","15616200000","15829000000","14037400000","15021700000","15635000000","14922700000","10959600000",
"Pacific island small states","PSS","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","3182715878.45812","3384178308.39662","3568001410.23547","3959374947.82086","4081353638.89685","4098394395.01333","4139599355.6587","4276716371.04494","4366767334.81083","4739504757.76212","4579865079.96031","4717175129.00451","4564617959.00729","4511938762.70641","4750932052.28768","4669757443.93609","4916385595.74764","4816829316.21893","4871849213.55881","5092106730.09976","5278046481.0241","5249848796.93357","5501533190.47185","5604636290.7067","5871712847.96228","6129666995.73619","6311809546.0502","6230902975.20892","6319479933.27103","6588319059.90387","6488114855.82353","6545154920.88421","6676517665.52098","6799782956.18819","7071008787.67319","7242889484.77031","7412454984.91076","7422480896.18532","7568055128.68669","7524113650.23273","7805144998.04297","8105164516.37982","8187212081.10996","8451136446.86926","8752587580.25815","9103468778.14579","9435600436.46897","9800918576.96274","10072217300.3172","10188412296.8434","9154193906.6237","8908049603.36678","9743175893.41504","10235648435.7318","10645222890.9011",
"Post-demographic dividend","PST","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","8642662059412.15","9032627378982.64","9537847506369.13","10014206808034.7","10649738215868.9","11237997944134.5","11860346728245.6","12319314759436.1","13045327933732.5","13774139946761.6","14141979085314.3","14668234467786.9","15446272118004.1","16386970436987.9","16537905039553.7","16527381347777.3","17311676563396.1","17965765653790.9","18736055917647.9","19452267611878.8","19662918608238.9","20047715033031.3","20086410208560.4","20719198127382.5","21713858671072.3","22522377740336.3","23239687842245.7","24060146144491.8","25184461586961.7","26143297053371.3","26850359750810","27130049497742.1","27647116331062.4","27970235398036.4","28853436663378.9","29634774234647.9","30503940730420.3","31552230358123.4","32445337954199.1","33595477320005.1","34954908415639","35489483252910.1","36030872326760.5","36761041173239.8","37941262090459.2","38998280757217.8","40145490244054.1","41165540120164.9","41309167224454.5","39913369385383.6","41067655820575","41757951535375.8","42273433392510.2","42914589615577.5","43779024570386","44758426403938.5","45561203863990.2","46674057705057.9","47722086235776.4","48598450393644.6","46616190939542.4","49263625019315.7","50611170704545.1","51552974541474.8","52477074650811.7",
"French Polynesia","PYF","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","2165319767.32739","2372683308.89411","2260237893.59335","2597709541.43584","2527936595.41813","2569058826.64776","2877407765.42446","2742311205.38656","2956281713.26325","3488443430.39493","3317415430.73608","3589563464.59949","3664190227.09712","4026672418.183","4184756524.1978","4205048461.33123","4316315005.61798","4389631481.5465","4495845434.88415","4601960535.24521","4548081323.602","5164246036.40514","5229823198.51874","5041621099.90898","5150413279.958","5157102801.91492","5345622077.92662","5267715607.70063","5199357378.7183","5112719178.3435","5092832264.3676","5058784818.60545","5052571889.66028","5140151877.33531","5237328133.90137","5407300957.95024","5388829856.98392","5434429137.37377","5550015578.46015","5603920611.48168","5621291279.00346","5671297393.42537","5767991632.3435","5768381984.09947","5524299140.06103","5388066377.2296","5228474143.52811","5179978074.0569","5200635899.8791","5231504505.84414","5325846361.81186","5448457902.84308","5682340239.1533","5788670002.99497","5944964791.60003","5525788640.18248","5641527935.8258","5893499994.30056","6070123891.45964","",
"Qatar","QAT","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","8816161355.28076","9698469706.05443","10773000938.6369","11934857801.2829","12643579838.1544","13386912643.2834","14504574217.4114","13444952238.955","14636627609.6039","15401791822.3111","15245244655.7322","15382600056.8582","14325124117.5797","14063666906.518","14718715617.6259","14406653785.5425","15175362083.0504","15182189690.6031","16078614414.0296","17079059747.9016","17662217767.0013","17368630639.246","19336588146.9498","19080352035.326","19351046595.9364","19815323914.5019","20682028461.7363","26889127080.5866","29905724792.9681","31186905301.2691","33690629183.4261","35003952796.7125","37517989780.6433","38913643496.7552","46392423696.024","49868495957.88","62919203862.1424","74235635940.1634","87348289335.5953","97792140945.0617","116951901413.005","132594424542.771","138866156527.608","146581616623.746","154400753941.045","161739955576.923","166695978169.384","164199531361.81","166227185730.265","167371229300.128","161416823768.972","164042828070.675","170908036353.71","172936988054.931","177724600424.45",
"Romania","ROU","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","116460149704.559","101415582149.459","92524246376.2034","93938788972.5597","97632408355.8641","103718335742.553","107771339314.171","102545439457.276","100463958892.948","100085550636.348","102548872691.521","107900062083.039","114053593614.452","116723756275.208","128895841498.556","134912890211.095","145744791283.304","156287689281.09","170834114652.888","161409698529.133","155105339843.99","162078238594.701","165163587446.019","165624017079.639","172441103432.375","177885131240.315","182972525962.275","197967999561.02","210085482250.697","218327690029.17","210305491425.986","221968423307.804","230770154206.928","236318495899.176","238241389259.769",
"Russian Federation","RUS","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1197410924008.05","1161488648465.81","1102869019642.57","942610308779.562","860899753889.459","752686755591.282","721498966070.726","694406178897.725","704127280749.068","666808805066.777","709483999746.068","780432873752.842","820235350096.64","858786345187.109","921477339133.556","987823227180.876","1051043572407.72","1137229862730.35","1233894148246.74","1298056264706.47","1196807955075.78","1250664313044.7","1304443243520.47","1356935163515.02","1380755103919.45","1390921151162.46","1363482182197.71","1366123111808.03","1391065651845.68","1430116278515.49","1461551317106.21","1422766794794.99","1506233291759.56","1484605556957.56","1545214947189.49","1612344875264.36",
"Rwanda","RWA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","1013800019.61382","970231699.704162","1080195804.25523","974115775.744182","852692315.57716","912462032.892593","976415683.070093","1043944762.68141","1117164761.34082","1240135221.79796","1314561010.0894","1330423038.28068","1333922959.10791","1379784406.17073","1399236931.99586","1369659505.97901","1636805801.32273","1669445500.9968","1822213801.29875","2038508903.76775","2220988318.13726","2341725673.51144","2384130729.67356","2526710090.20396","2419558043.89528","2526085095.3315","2664315944.80406","2663675546.92332","2783509648.16764","2782492713.14856","2715732613.19051","2647448784.91378","2802926177.96072","2575645530.53811","1281433435.99475","1732806552.96688","1953664804.3959","2224242544.20658","2421280839.94115","2526652277.99353","2738155710.83594","2970476184.36881","3362343589.6365","3436395424.94488","3692326725.72438","4038589402.99261","4411233107.16471","4747955684.14585","5277886760.92206","5607662716.63038","6018965511.77374","6497978182.82761","7059501497.62531","7392699278.09477","7848619325.66813","8543760205.73641","9053886362.76012","9408633106.83003","10209916261.7807","11174486378.2125","10797494132.1381","11969932692.1767","12946823701.9307","14014924101.5292","15260942693.3545",
"South Asia","SAS","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","168423297325.246","175171334810.874","180925298242.984","189785954300.971","204554983601.324","200758914316.62","202022118148.932","214566301455.643","223646434015.381","236654107821.297","248772858976.931","250371287386.213","244987589905.099","253272367428.73","259115583087.523","278075606806.359","284191437856.87","302946771983.991","320631719954.867","309235829204.32","327394335984.085","347607937122.395","359275390687.884","383160804019.185","398853669214.285","419057853903.476","438760946834.622","455574219647.036","494392070881.521","521431179221.388","550564433464.114","558906306929.06","589156371185.664","617569052764.821","656891689107.259","704172319308.068","753987624227.192","785735161017.071","832765689001.683","901123720962.883","937951354417.518","980846139598.081","1017843636379.05","1093833038778.45","1176374213853.47","1266302049081.44","1366278928764.09","1469218232478.92","1520356367885.85","1632707842780.38","1766498511683.4","1862792006627.5","1967949580155.07","2090617095118.28","2242092335834.03","2414503392484.38","2606918145788.59","2783774592241.76","2961759850919.89","3083030383495.94","2929264189584.75","3200121520338.47","3427367075327.1","3718868684362.24","3950362393579.63",
"Saudi Arabia","SAU","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","39062138603.2778","43701490633.1969","48911870586.8409","53165300282.4167","57831504044.3909","64850377193.5964","70155880866.0463","76406337221.7124","82259159326.4176","87225874036.5745","133099787877.101","153369697077.861","182180374832.841","223162035358.397","259090398369.515","244871098281.093","282149187832.003","298771678009.696","299286687828.213","332100224569.114","351354104854.782","361834100908.464","303545917340.532","270175776742.908","259348470470.204","240644765871.719","243070832682.003","235455342414.061","250996198534.581","252038318255.458","275795698496","298468230594.601","312139812825.371","313325431978.059","316311316729.836","317297284499.134","327782952467.117","336460414155.988","345894131084.973","343703259654.364","359919640768.116","361159899361.902","358673710260.029","390124853185.866","423796550560.486","448990815757.244","463868057904.565","474136491554.825","503713066804.231","498339873323.225","523453786400.721","585005967584.982","618711129253.977","636936502413.09","662570908159.594","693414400000","705230699062.962","713567089638.542","736593549189.516","748758860045.79","720270347023.098","767229070838.89","859301066620.788","863963569239.897","879583643096.82",
"Sudan","SDN","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","9621210052.7813","9623364370.0568","10288901060.5718","9995978959.51054","9883979101.6659","10553823687.5175","10176508923.8016","10321430684.7007","10524063160.6711","10670279283.5861","11302501304.2396","11556504009.1107","10970475252.2477","11039830075.6015","12303370550.4611","14236656553.9736","16609226650.6473","17642960631.5428","16596558979.2378","15763644181.2978","16003931008.687","17194233566.753","18218780590.62","18594543247.9579","17663159912.4505","16553729141.1377","17449916752.4451","19931449274.84","19865457877.1765","21639720128.4311","20456015800.8977","21992448809.6895","23439081607.5571","24509954458.5396","24756580788.9443","26241255779.4056","27794508186.0374","32884421186.4108","34301247872.5417","35365991403.8139","37610270337.133","40055073506.847","42460970095.8851","45131259048.7124","47451406763.008","50129334265.0222","53403487491.79","56466323951.3765","58638439292.8844","57015500648.426","59215296613.7581","57312394053.386","47566600027.2224","48496595854.7667","50757206252.6521","51726758676.7677","53520457581.1072","53900054790.1369","52455031754.9093","51312429477.3951","49449890489.355","48525909156.8784","48061119947.9824","33915159867.9417","29338888294.5863",
"Senegal","SEN","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","3845391101.77094","3960500894.65365","3955105291.97973","4028847382.54161","4185324877.91611","4241081336.12329","4363087108.93029","4309866483.6694","4580990423.65839","4280745764.02574","4647265164.70415","4640738106.81172","4936966115.3942","4661323443.12333","4857135177.50285","5223152496.43671","5689084008.34184","5536451271.68326","5317543794.14988","5689861492.96184","5916759625.81974","6223261363.46036","6721768519.10687","6342159311.79994","6591776709.80046","6820055505.01507","7033317655.08876","7473312400.54532","7412287163.3226","7706835393.86617","7649320651.26936","7852789724.13743","7956464848.37129","8064689718.09751","8060857301.03684","8501672122.84215","8673403962.06847","8937561242.89432","9464741444.3125","10059440324.3535","10450471990.9721","10900976316.0181","10908464913.3606","11518679089.4187","12053525217.1809","12573060904.8807","12866110160.1646","13229850430.9674","13719774159.3291","14097356679.2382","14575382431.8826","14769831308.7257","15361066998.8901","15731635117.4164","16710783797.4248","17774766696.1759","18904543055.8656","20304894471.3123","21565674310.7132","22560634320.127","22863414676.2849","24359596784.117","25297546478.5042","26374572022.2227","28192309478.4811",
"Singapore","SGP","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","5946720491.69894","6430636626.47973","6916371174.51312","7610786827.41439","7374611314.16725","7952357572.78199","8761915152.83763","9857909188.44216","11191387994.8357","12739585038.0958","14515738366.7012","16317640426.9634","18490426054.2251","20450966486.6437","21702034804.4296","22567672249.1953","24246067681.3412","25907515501.973","27922390122.3792","30590220573.5275","33683923408.4338","37327150728.2745","39978179040.9688","43398105213.3908","47213790846.1077","46919789791.428","47549833615.1874","52684232538.6867","58618369610.6777","64573309330.2784","70914989180.4411","75658065571.9819","80681614023.603","89927445311.2214","99905515247.3951","107074136708.308","115074063971.778","124643863764.479","121912898005.201","128884330733.002","140533304238.721","139028385430.873","144482970559.889","151054425108.65","166069208808.394","178302402123.907","194361682395.941","211896059498.482","215844707508.228","216120888113.033","247501100140.018","262883130580.256","274543305511.611","287769788882.221","299095084828.978","307998545269.398","319541032495.045","333846562289.746","345370865382.867","349888458531.086","336541232520.503","369376902514.865","384550906479.006","391555143381.885","408736675576.891",
"Solomon Islands","SLB","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","526656505.919467","517192386.38929","508557520.498977","528343416.881513","529242658.970487","512665069.920846","511632407.804012","554718559.896492","561653630.967338","585603983.627765","598487271.260648","634396516.850786","714964863.377732","743563454.587224","803792103.526523","884883597.380402","899129405.972329","890910669.180314","902416889.603744","898033573.476278","769821323.862413","708569673.447626","688729843.865273","733658906.919678","790028121.465616","848157141.873731","883256261.943756","915403896.59139","972396664.39558","1000248709.93082","1097356737.34919","1178889790.05034","1207961228.62394","1271231099.22786","1286348801.55569","1307909887.55212","1380560770.50796","1423017819.02535","1462093823.20911","1487659506.79743","1437359543.96514","1474218469.89734","1509636294.96603","1549737697.84113","1589090836.80634",
"Sierra Leone","SLE","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","2005356249.07876","2041634016.8749","2134343944.58291","2170621713.2559","2315732958.05167","2482006192.12045","2524200297.23393","2525116116.33552","2576121538.21916","2795747409.3316","3036754625.67977","3142006005.279","3170291431.93802","3241832807.3446","3355291389.44335","3411298468.53725","3395975722.69911","3397560821.63871","3479317420.56144","3636278670.42027","3812401964.9623","3922253603.97286","4109806182.32945","4023385111.53585","4188063642.81064","3965621323.24252","4014638262.38105","4304947544.40648","4000157258.03699","4029358405.59328","4164341831.33003","4262285543.5005","3451901039.87939","3499349143.73868","3431203334.53913","3156715562.94881","3212078680.65586","3023302222.92125","3077268549.79172","3016360583.53106","3217030903.99459","3012895636.22986","3812040143.01623","4173559980.18686","4443958501.89055","4637426230.55693","4836052320.36646","5017392581.4315","5202336667.33238","5281974205.57014","5617678842.06416","6072747634.58121","6715143020.4477","7699806185.67422","7098065167.70102","6788352974.78329","7225348888.80731","7457128029.04966","7672926606.69678","8095145458.32686","7993685031.06354","8465060863.02376","8914856495.10508","9423896753.16695","9800852625.71568",
"El Salvador","SLV","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","8436981023.83702","9041164856.23055","9532719323.54453","9841264124.19132","10184273395.4893","10487489267.5318","10892123610.1732","11558452941.2734","12120387185.4016","12767131179.7589","13140382331.0483","13803874422.7697","14739785629.5234","15524349903.1238","14875390870.3838","12519595404.9102","11803350547.2252","11058739556.5625","11228936354.4283","11378871628.7386","11448773885.0049","11471061560.9159","11758775195.4032","11979625802.1576","12095116486.4236","12679661440.9982","12869106686.2417","13772770636.8146","14574113893.4325","15257940313.4288","15980263628.1804","16109937378.9353","16615462391.6437","17056150528.9746","17424910257.6837","17621447036.1716","17776447691.3707","18056056716.4359","18338704970.0344","18501810234.6557","18997812331.293","19821747186.6752","20187974224.9399","20622904543.8145","20188015254.5251","20622904543.8145","21401127375.9033","22019127752.9422","22499794814.169","22888906230.2134","23438240000","24033351541.724","24573529736.8617","25166352435.5773","25779775126.5993","23744951345.511","26571731219.3539","27356823619.6966","28325024473.7907","29062047321.2665",
"San Marino","SMR","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1248966330.24081","1342209396.1527","1463670758.3274","1495569701.92883","1578997708.27105","1583905238.05588","1645249360.36634","1720089189.58509","1761803192.75619","1829281727.29769","1959331266.59585","1949516207.02618","1748307485.8479","1652610655.04359","1515199821.06818","1408461048.24799","1397419106.23211","1387604046.66243","1419401070.56043","1452677592.44341","1456429357.00178","1478187032.62147","1508721722.60406","1408423247.99647","1604162946.37945","1730866817.58497","","",
"Somalia, Fed. Rep.","SOM","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","917045732.273895","887131872.870257","949911138.759952","976592267.23905","916916392.314835","862417802.402763","940886220.381313","996783740.230634","1017018224.13498","999733290.377826","1045535150.53658","1067892505.95679","1226805081.24803","1077756045.11284","1085866066.19671","1245436210.76496","1222421286.06758","1389224692.68353","1469791647.97153","1396493891.65694","1421532243.67625","1510579931.09969","1552377825.19641","1372667072.79986","1417493799.80211","1552579747.39009","1519262585.42896","1672521530.4503","1729642283.8955","1795501262.06248","1837281328.30163","1891491615.50435","1730935688.55763","1800010346.15837","1478762688.88833","1537774139.79469","1661503678.51803","1681117593.97055","1791844290.8806","1922976751.05874","2059706442.19359","2206158044.12573","2374493799.80357","2555674023.59387","2737390479.44448","2932027546.45905","3122209723.10728","3331221429.82764","3554225115.76459","3792157453.2426","4046017818.73412","4316872490.49406","4605859127.18469","5110628982.787","5569461554.68169","6152149099.99942","6584944951.37229","7555288980.07722","7710498420.37301","7928267057.80263","7710043010.29294","7976673871.04291","8194206884.51117","8539706139.23861","8878930663.20603",
"Serbia","SRB","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22980131489.1339","24396847843.1808","26576270133.0385","27996145144.3299","25105401157.0986","26625556358.9016","28430374779.3657","30290019296.1735","31671150129.2514","33788958041.6963","35783688498.2993","37179489901.5517","40091414194.7181","42160489092.4557","40835549150.1437","41493398683.1048","41515918179.0189","41331605757.0618","41518250511.0447","40769149069.4923","41297410634.9586","42526090284.3724","43531149259.9687","45555064902.5834","47719025212.1981","47265683024.0045","51022858874.9258","52365263375.3114","54380001764.6988","56488865191.5836",
"Sub-Saharan Africa (excluding high income)","SSA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","255851067208.826","258687342024.751","274317589664.162","291549992192.167","306150444636.072","320449643950.01","326534897805.557","323696709169.611","333722784227.954","364429532751.974","393345234752.247","423819520178.284","436191220860.315","454871147090.716","489686013420.075","488336227603.949","514080421661.835","528318621930.893","527095408688.733","548255625608.05","568542838810.474","563407322396.865","556514568631.375","541131781840.775","553915853866.713","566611353076.268","576529606373.009","592253068072.028","619021996320.341","633656701817.418","648405196507.815","651835777692.487","649988927108.702","642357649049.831","648586234361.276","669544299496.407","702755879696.769","731431040395.677","750768216816.33","766746550011.109","792900168429.368","825539296035.442","879030385853.591","916196540260.401","975916682640.596","1033718472971.8","1094996580678.87","1160887023718.54","1219574279123.71","1256087866759.52","1329335969889.93","1385829873803.66","1428908491049.4","1499170967292.15","1568181561906.77","1610309182289.44","1625280114455.76","1661060041570.94","1703984909584.47","1745197303952.83","1703358847506.75","1775657650369.2","1840527330055.63","1883668755099.8","1943864214319.47",
"South Sudan","SSD","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20185217785.8109","21202884179.2359","22367646895.0144","21329717232.6938","11500530835.4315","13010519613.8763","13449448810.7001","11997800760.2242","","","","","","","","","",
"Sub-Saharan Africa","SSF","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","261186955332.295","264073416765.941","279932824341.103","297417041562.468","312254784401.257","326901566159.943","333503280645.044","330975254882.265","341316103945.461","372074728775.359","401236600065.793","432238707119.04","444981681952.141","464128326996.075","499204732783.289","497992835400.134","523758697409.11","538226990474.034","537367718400.531","558438610853.847","579349914099.385","574671619411.011","567877461632.894","553423512046.725","565873184524.263","577291726182.46","588221606519.872","605553858379.004","632402296253.599","647036365879.014","662178213208.705","664663234408.683","661778682616.082","655698905774.26","662318249974.01","684085849405.176","719109436278.439","748365719965.2","767149733863.468","783954058656.803","811145065354.141","845211658647.651","898979436923.079","935653576324.841","997896087846.269","1058296917328.52","1122247269113.15","1191259543795.83","1253100342840.1","1292442713152.98","1370168446094.07","1431208281613.95","1478144110650.46","1553500397796.1","1628005551939.66","1676330914192.17","1697568441332.58","1740220244736.16","1788508554337.83","1836739211271.58","1800109239111.37","1877780816072.91","1948209958444.37","1998369770920.81","2066882631425.42",
"Small states","SST","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","58967003458.603","58923986734.388","65195823368.5907","70625205849.9933","75665931582.5388","84314709221.5276","84635999836.0603","81538779568.3121","82792753392.7259","81866174855.603","83939333846.9301","85068244289.2329","86706215331.9245","89358052232.3394","91517201245.7833","94371988646.7229","97173789010.6412","96838766308.1806","95887860375.5552","96351332104.3139","99365882951.9875","103285529879.363","107198845737.608","112983690399.519","117296854766.043","121408125609.852","128740997082.889","132260713754.406","137017723686.232","143510196820.676","149993783020.453","156494809129.197","166879784743.228","174651568463.383","176833070703.935","169274740755.225","173153074952.102","177594841412.862","181605089810.869","183827261028.73","188021137893.708","192378904291.359","195864854425.919","202272576426.949","209143222329.124","215825868545.084","200845238547.971","214736151678.228","231226166073.589","241997054759.909","256981692322.163",
"Sao Tome and Principe","STP","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","76468736.2506781","80579183.1670411","82425278.5992942","83737737.1631401","88497202.0699379","93256666.9767356","94785464.7434442","116981878.366734","120371194.301411","140043649.259691","138529274.075959","124241500.205205","128084020.94978","123122082.461344","115697254.525823","126456967.355714","119081846.71003","115592613.456173","117902997.641936","121599628.773842","118982019.506696","120410999.081655","121253872.447682","122587663.34157","125284593.874866","127790287.890706","129707143.583715","130999443.003646","134274413.232095","137631281.963527","138248376.950013","142484974.901201","147272738.169326","159483885.915675","165126275.794519","176048759.302531","191657434.828232","198636586.369116","211009232.403659","217977600.590737","221134908.544338","225556350.897449","232194345.227845","244081946.538405","256057120.595489","259999643.047388","273459368.754364","284706696.977306","297171520.830854","303157496.465873","311114954.79799","317023957.753826","317558772.390522","318740893.733006","321609563.685837",
"Suriname","SUR","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","1039858389.18455","1089771591.7296","1132272683.87584","1195679954.17757","1273399151.27813","1426207049.44322","1700038802.72792","1905743497.97625","2050580003.84585","2142856103.91648","2200713218.75969","2286541034.28868","2272821788.01739","2231910996.00868","2240838639.82062","2303582121.69931","2506297348.55636","2761939678.05467","2944227696.75827","2926562330.77441","2669024845.55855","2858525609.60726","2738467534.00317","2631667300.03246","2581665621.49604","2633298934.01962","2654365325.33021","2489794675.33711","2683998659.80501","2796726603.44131","2670873906.35377","2742987478.73293","2753959428.88201","2569444198.10301","2656805272.5068","2656805272.5068","2683373357.71967","2836325576.94385","2901561112.04282","2860939242.8352","2921018934.53474","3043701742.07788","3128925411.81216","3326047695.01974","3608761755.24276","3771156041.83844","3989639610.76687","4193569551.84687","4367326198.30964","4498944263.51763","4731486826.19641","5008248887.00011","5142988298.24504","5293854859.13611","5307380818.79212","5126237646.22072","4874454256.1508","4950790053.58146","5195768566.26648","5256433828.6406","4416708447.1504","4309144555.20541","4412832154.84564","4524898973.18059","4653387372.22498",
"Slovak Republic","SVK","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45559569012.8021","38919807326.2816","36303816917.8241","36994071827.2028","39289750244.661","41585644560.5088","44130510842.8744","46551440140.7428","48332548393.0038","48103809189.8384","48483456226.779","49901675269.4696","52105958758.2435","54636588083.9574","57581226217.4214","61315329710.646","66788144152.8851","74013706023.7143","77983340266.5833","73690093871.6194","78694079820.7688","80710556384.8384","81977043067.5237","82553606913.1151","84789118561.7889","89178548717.3324","90915584911.6973","93529165482.8938","97328432250.4869","99543529164.3085","96969818857.1148","102496703508.856","102944982587.622","105176983317.248","107345393746.487",
"Slovenia","SVN","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27206132647.8282","24784757478.5566","23430593234.9782","24096823248.3298","25380578071.3083","26422998604.2834","27192863782.3938","28599098754.7261","29475325366.1332","31028087570.9532","32113425072.0193","33021812643.9619","34105781287.8601","35195471631.5843","36795465565.4736","38213609800.3921","40471568430.3753","43360927307.906","44823161262.4126","41420820595.9101","41881476947.431","42155984116.073","40926910455.6051","40589764218.782","41711191731.4298","42709468274.8137","44005450729.606","46282469720.8281","48309217703.4135","50002578162.6734","47959972369.9892","51983646950.5935","53386809690.2718","54514654618.7574","55381990841.4822",
"Sweden","SWE","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","125833171525.643","132982122458.268","138645893911.89","146032855284.897","155993996630.486","161955318965.07","165341552542.273","170905938215.298","177124360483.125","185996652977.003","198037469742.537","199908223300.471","204483600294.781","212597471030.466","219396754054.766","224997651932.662","227378363010.579","223748816326.467","227667884337.417","236410339081.848","240429247265.794","241522792749.767","244538602571.492","249186397834.638","259725824371.049","265336872869.682","272477945676.769","281616428084.681","288823101461.73","296490797144.596","298728338359.053","295304986649.353","291883604471.038","285854408964.653","297333335669.782","309506914356.081","314783454120.948","324431161326.435","338205617436.95","352413884456.185","368734580258.813","373752198468.524","382265044393.135","389455236261.488","405732636285.124","417065466396.116","436567442196.025","450646355077.532","446486334539.387","427485779312.93","452069357232.391","466372427078.04","464439473161.751","469723477716.099","480507219240.808","501698263620.663","513486872449.421","522858809003.494","532808626903.279","546393370721.116","535436339440.588","567227918083.309","575505409859.556","574848401745.341","580446460657.157",
"Eswatini","SWZ","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","401852565.306297","457081710.01924","481875167.082823","525333916.2293","555506400.914207","632768698.19398","619357559.435267","625610549.429695","633913206.759208","653608541.765782","734976610.1287","842587777.407729","852467691.044338","862717378.085111","915875910.014915","950609731.742373","1067197053.53692","1223078154.16607","1303432206.56933","1471719695.27808","1781045748.7221","1812398859.86916","1870870590.40749","1928981969.93818","1975290870.42766","2070611521.06662","2150165528.95232","2216880977.92701","2274609434.3482","2341730319.32441","2382948839.13861","2408083351.52638","2513559783.54775","2611091276.4991","2705714981.42118","2868024775.17108","3039881607.49227","3174711771.81192","3200797233.49589","3250891273.49579","3374222126.24664","3450048645.2569","3636235032.03929","3776637841.07583","3830866489.15055","3909281650.36128","4092073633.67863","4151686674.93413","4162339321.78448","4415541767.22971","4289130010.73364","4436460293.19634","4486130488.61763","4640654280.34639","4763200252.14567",
